review,sentiment
"THE FALCON AND THE SNOWMAN is a superb example of an anti-80s film. While many other films of the decade in general lacked substance, this film is pure substance. There's nothing stylish or fake or superfluous about it. It boasts two superb performances: Timothy Hutton and Sean Penn as lifelong friends Christopher Boyce and Daulton Lee, respectively. Hutton, Penn, and Tom Cruise were a triumvirate of early 80s actors who all looked headed to much bigger and better things (all 3 starred in TAPS). While Penn and Cruise's popularity soared, Hutton has been largely forgotten about, and that's a shame. Actually, Hutton is the first of the 3 to win an Oscar for supporting role in ORDINARY PEOPLE in 1980, but I think his performance in this movie is even more outstanding.<br /><br />Hutton really captures the post-Vietnam war rebelliousness in his character Chris Boyce. A failed seminary school student, Chris has a love-hate relationship with his father, well played by the great character actor Pat Hingle. The scene where Chris quotes the poem his father thought he'd long forgotten is a particularly powerful one.<br /><br />Chris gets job at Dept. of Defense and uses his hatred of U.S. gov't and its foreign policy to sell seemingly useless plans of old projects to the Soviets. He gets his buddy Daulton, a hyper drug-dealing self-server, in on it to be the courier of the project plans on microfilm. While Chris is doing it based on his beliefs, Daulton is doing it strictly for the money. The Soviet liaison is excellently played by David Suchet. Penn and Suchet have a real quirky chemistry and it's a kind of funny set of exchanges between them. But, make no mistake, this film is anything but that. It is a serious character study about pessimism, malaise, paranoia and mistrust.<br /><br />Again, the leads make this film. Hutton delivers a brilliantly understated performance as Chris, a rather smart young man who had so much potential. Penn, as usual, does a tremendous characterization as Daulton, a pathetic loser who acts before he thinks, and most of the time doesn't think at all. The ending of this fact-based film is very saddening on several levels. A truly powerful character study.",positive
"This is my first review on IMDb.com and probably first ever written review of a film I've done of my own accord - not for some class assignment. I think that fact alone says something about this movie... not a good thing! I am no seasoned journalist or critic (though I have seen my fair share of movies), but I found this particular film so terribly painful to watch, it was necessary for my own peace of mind to vent about the experience. Where better to do it than IMDb? As I forced myself to sit through the movie, physically writhing from the inability to connect-the-dots, I was sure there would be some ""light at the end of the tunnel"" - a revelation to explain what in samhe.-.ll was going on. The movie ended and I was as enlightened as dog****. After several rewinds to review certain scenes I still could conclude nothing sensible. I found myself wanting to yell ""Does this make sense to anybody?"" I would recommend to not waste your time, but then again if I were you I'd probably want to experience it myself. If that's the case, bring a crossword puzzle or something so you don't get bored.",negative
"A Disney movie that dares to do something different should at least be awarded for effort. ""Holes"" doesn't make the same mistakes as one would expect from a Disney movie about troubled teenagers put in a camp. For the first time events are not explained in details. The flashback scenes really do serve a purpose and present several mature topics that may surprise the viewer. I must admit that at first I was a bit put off by the seriousness of the movie. But soon I realized that we had to endure those moments to see the beauty of the story. Besides the story this movie also does a good job of questioning some methods that are used in correctional facilities. (One example where Caveman is forbidden to teach Zero to read because they have to dig holes in order to build character,like learning to read won't contribute to that). ""Holes"" is a movie that is smart and beautiful. A must watch!",positive
"right the hospital scene with Holly and Shannon was done brilliantly it starts off with Piper On A gurney looking very badly injured, the docs race her into a resuscitation room & they move her from the gurney onto a bed and Prue Holds Her Hand from that point on it is obvious that Piper is having a lot of trouble breathing and her lungs are failing, as she turns to beg of Prue to not leave her side she gaps ""don't go i love you and then her pulse drops and she goes into cardiac arrest & the monitor shows a clear flat line & the nurses go into full out trauma mode & bring in a defibrillator Prue Steps back from the bed in horror as the doctors desperately try to shock her dying sisters heart but there is no response and she is tragically pronounced dead well great scene well done girls",positive
"Wealthy widower Anthony Steffen (as Alan Cunningham) is a sadomasochistic lover, and British Lord. He brings sexy red-haired women to his castle, where he whips and murders them. Black-booted stripper Erika Blanc (as Susie) gets away, temporarily. Mr. Steffen is haunted by wife ""Evelyn"", who died in childbirth. As therapy, he decides to marry again, after meeting pretty blonde Marina Malfatti (as Gladys). By the end of the movie, they will have had to dig a few more graves. ""The Night Evelyn Came Out of the Grave"" is great title, at least.<br /><br />** La notte che Evelyn uscì dalla tomba (1971) Emilio Miraglia ~ Anthony Steffen, Marina Malfatti, Erika Blanc",negative
"I really really love this show! I have always liked the 1990's shows of Space Ghost! This show was hilarious and I can't believe why Cartoon Network's Adult Swim would take such a funny show like this off the air. I hope they put this show on DVD or something. The show is about Brak (from the Space Ghost cartoons, SGCC and Cartoon Planet) who lives his every day life with his Mom and Dad and his best friend who likes to drop in a lot, Zorak! My favorite episodes were the one where Zorak gets this really good singing voice and then his voice doesn't give him any money that Zorak made from singing at all. Another episode I like is the one where Brak and Zorak didn't finish their homework and then they go back from Sunday to Friday and they just goof off and then they go back to the day homework was invented and then when they go back to the present homework didn't exist! Another episode I like is the one where Brak's Dad and their next door neighbor, Thundercleese the Robot keep getting into this agrument and then they get eaten by a giant worm. Another episode I liked was the one where Zorak makes a bully stand and then some new guy took over his stand. I also like a lot of the other episodes! One thing that never fails to make me laugh is when Zorak is getting beaten up, blasted and zapped!",positive
"Trapped: buried alive brings us to a resort that has just opened, and is soon to close.<br /><br />We start with a guy in gear blowing up drifts, to avoid the possibility of avalanches. somehow, that doesn't make sense. anyways, he's about to blow away one particularly big one, when he notices the resort is open. despite his best efforts, higher authority tells him his day is over.<br /><br />soon, as everyone expects, an avalanche hits.<br /><br />Look, i'm not gonna reveal any more, all i can say is this was a B-movie designed for the family channel (which i just saw it on, and the fact it had no commercials proves it's a B-movie) anyways, it's a pretty decent film, but it's partially unreal.<br /><br />firsthand, when people are buried by ice and snow, they're buried. not just traced by powder. or, what about a CD for a screwdriver? it's not possible. and finally, what i can't stress enough, is that an explosion cannot stop a avalanche, guaranteed.<br /><br />furthermore, it's worth a rental or a TV viewing, but not owning. 7/10.<br /><br />The movie is rated PG, but maybe it should have received something a little more strong. a boy nearly loses his foot in an elevator, but his leg is cut around the ankle, a guy is toasted by electricity and diesel, and in the weight room, dead people are laying around.<br /><br />enjoy.",positive
"Considering 'A Star is Born' had been made twice already by the time the 1976 film came into production, the latest remake has a freshness about it that can be attributed to the fantastic chemistry between the entire acting ensemble. A viewer could be forgiven for believing that Kris Kristofferson & Barbara Streisand were a couple off screen as well as on, with their incredible displays of pure affection towards one another.<br /><br />The film has been described in the past as a 'Barbara Streisand concert on film, set to a soap opera storyline' however for anyone that enjoys watching a film that takes you beyond the living room into a world where the characters seem truly alive - A Star is Born is well worth the hiring price.<br /><br />With its incredible soundtrack, flawless acting and touching reality in regards to human emotions and the true frailty of life; A Star is Born is a film that draws you into the world of Esther Hoffman & the love of her life John Norman Howard.<br /><br />A film for anyone that sees the beauty in real love - the kind that keeps you devoted to a person even as they break your heart...",positive
"A surprisingly complex and well crafted study of ""The First"" serial killer in the USSR. Set in the days of perestroika this intense piece is brought to full life with the performances of Stephen Reah and Donald Sutherland.<br /><br />This examination of Cicatillo as a killer is well rounded and by hinting at some of his behaviors while out right showing others there is a subtlety that is compelling without being overtly graphic. Not for the weak of heart however as it's subject matter is often disturbing but necessary to it's full development of the main participants in this fact based story.<br /><br />HBO has furnished us with an excellent film in an unusual manner. Congrats to the director and editor of this great piece. It is in my Top 10 Must see list.",positive
"This is an excellent film about a traditional working class family in Northern England. Filmed on location in Bolton, it stars James Mason as the father who is the dominant force within his home. Or so it seems. Cleverly, the film, based on the play, portrays the complexities of family life. The supporting cast is terrific as well, with many familiar faces lending support.",positive
"Hmmm, yeah this episode is extremely underrated.<br /><br />Even though there is a LOT of bad writing and acting at parts. I think the good over wins the bad. <br /><br />I love the origami parts and the big 'twist' at the end. I absolutely love that scene when Michelle confronts Tony. It's actually one of my favorite scenes of Season 1. <br /><br />For some reason, people have always hated the Reincarnation episodes, yet I have always liked them. They're not the best, in terms of writing. but the theme really does interest me,<br /><br />I'm gonna give it a THREE star, but if the writing were a little more consistent i'd give it FOUR.",positive
"It would be wrong and reprehensible of me to advise you to watch Killjoy 2, you must have better things to do, washing the car, throwing stones in a stream, but at the same time it's nowhere near as awful as you probably think it is. It's almost a proper film, which a lot more than most straight-to-DVD sludge can manage. Killjoy 2 is helped a great deal by Trent Haaga's manic turn as the eponymous clown, he throws himself into the role with such fevered abandonment that he almost tips the scales in the movie's favour, but, of course, it takes more than one man in big shoes. Tammi Sutton gives the most entertaining director cameo since Roger Corman in Creature from the Haunted Sea and the whole thing is nearly destroyed by the rushed, sugary ending. All over the place and almost good fun.",negative
"I have done quite a few reviews on IMDb and this film is unique in that I never saw the entire movie. It was so terribly stupid and unfunny that I just couldn't sit through it--though I tried.<br /><br />The biggest problem with this and any Mel Brooks movie I call ""the Mel quotient"". In other words, the better his movie, the less of him you see in the film. Think about it--The Producers and Young Frankenstein were great films and he was barely in them at all. BUT, films like Life Stinks and Space Balls are chock full of Mel and are pretty dopey movies (yes, I DID NOT LIKE Space Balls--but this isn't the place to talk about that).<br /><br />Second, apart from cancer, rectal itch and mental retardation, I can't think of a less funny topic than homelessness. This is just a comedy breaker. Think about it, folks. The FUNNIEST(?) scene in the movie has Mel making whoopee with Leslie Ann Warren in a dumpster!! And this is funny in what way?",negative
"Wow, what a strange film. It's a David Lynch movie so it's no surprise that it is weird. <br /><br />I defy anyone to totally explain everything in this film. I can't be done. After some research following my second viewing of this film, I pretty much know most of the story but on a first look, and with no aid from other reviewers or outside help, it is hard to figure things out. So, if you're in that boat and was confused, don't feel bad; that's normal. Let me just say the key to the film is Naomi Watts' character.<br /><br />At any rate, I find the film fascinating. I love the wonderful visuals and rich colors and find each character in this movie really different and fun to watch. The camera-work is excellent and the music is creepy, a la Lynch's ""Blue Velvet."" There also are some good sound effects to help some of the dramatic scenes. In all, it's very well scored.<br /><br />Like Lynch's ""Twin Peaks"" television series, this was a film in which the end was pieced together afterward since Lynch thought this film was going to be a long, drawn-out TV series. When that didn't happen, he pieced at the last minute this ending. That may account for some of the confusion at the end and the lack of explanations concerning characters we see earlier in the film but who mysteriously disappear.<br /><br />The theme of the story, supposedly, is a negative comment about Hollywood and what it does to people, especially those whose dreams of being an actor are crushed.<br /><br />Both Watts and the other leading lady, Laura Eleana Harring, are very interesting to watch, especially in their celebrated lesbian sex scene. Looks- wise, both women were chameleons, looking average at times, stunning at other times.<br /><br />I enjoyed this movie more on the second viewing than the first. It's not just a curiosity piece; it's a very intriguing movie.....just don't feel stupid if you can't make sense of a few things.",positive
"If you like The Three Stooges you'll undoubtedly like this 17 minute short. There were certainly some amusing moments in it, but like all the Stooges' work, this revolves around their particular style of slapstick comedy, and I have to confess that somehow the Stooges just never really did it for me. Their slapstick always seemed angry rather than funny, and even though it was obviously fake, their antics always seemed more likely to cause hurt rather than to cause laughter. In this short, the slapstick revolves around the attempts to find Shemp (who is a Professor of Music in this) a wife, because he's just inherited half a million dollars on condition that he marry within 48 hours of the will being read. One of his students is interested, but once word of the inheritance gets out , there's suddenly a long line-up of potential brides, and a pretty good cat fight emerges between them. Fans of the Stooges will enjoy. For me, it has all the elements that drive me nuts about them. 4/10",negative
"Still haven't read a single Dan Brown book, but I watched all his movies adaptations. I won't fall into the game to rate this one with the previous because the scope isn't really the same: actually, this one is a thriller, a race against time filled with puzzles.<br /><br />The plot is very twisted, imaginative and the cast is excellent: I never been a great fan of Hanks but he delivers well. I noticed his jeans shirt (the one spilled with blood) because I search for one like this in vain! The Italian searcher is a brilliant newcomer for me but I really applauded Ewan MacGregor portrayal: his inner faith and calm is really impressive.<br /><br />I really like the debate between science and religion. The action taking place in the Vatican, it felt like vacation. At last, I am not sure it helps to add new converts into Christianism. With all the gold and man presence displayed, any one would ask what charity means and why women are so dismissed of the church life whereas they stand for half or more the believers.",positive
"....and now I'm up to episode #7. I really was hoping it'd be over by now (not to mention canceled, once everything connected with the show -including the actors - had been dumped along with some toxic waste in the middle of the ocean somewhere, never to be seen again), because this series really is dire. <br /><br />To have this program listed under the genre of 'comedy' is at best misleading! It's so hard to believe Ben Elton could write something this bad, maybe this points to a lot of input from the other writers in everything he's been connected with before. In some episodes I haven't even laughed once!<br /><br />Oh, and I can't believe Ardal O'Hanlon actually stopped doing 'My hero' & started doing this instead, his decision making skills were obviously impaired that day - perhaps he simply can't read, and didn't realise just how poor the scripts for 'Blessed' were. Don't get me wrong, 'My Hero' is not masterpiece, but it's a million times better than this piece of junk.<br /><br />And just to annoy me even more I bet this gets a DVD release as well, when there are so many great TV series' that aren't getting released!",negative
"I saw this picture in 1940 for $.11 and I would like to secure a DVD in 2006 The film was the greatest adventure of the time and,like all epics,is still an entertainment marvel (B&W and all)You get a sense of real bonded friendship in the chemistry between the actors and the performances of Sam Jaffe & Eduardo Cianelli are outstanding (This could not be done today I particularly liked the ending where the colonel recites the end of Kipling's poem over the body of Gunga Din and tells the ""Untouchable"" ""You're a better man than I am Gunga Din""They don't make movies of this character today.The only cast member that is still alive today is Joan Fontaine",positive
"I saw the premier of this movie during the 2005 Phoenix Film Festival and was very impressed with the skill Director, Jeff Hare, exhibited in bringing this timely topic to the screen. The cast of characters meshed perfectly and allowed us to examine the issue of a senior wishing to die on ""his own terms"" in a very warm and humorous way. Peter Falk was brilliant as Morris and the supporting group of family members and friends were perfectly cast in their roles. The interaction of the family, friends and outsiders with Morris created a realistic view of how families address the issue of their parents aging and their wishes to die with dignity.<br /><br />Although this movie is ostensibly a movie about a Jewish Actor and his family, it is truly a movie about all families. The jokes the family and Morris crack during this romp through the life of a ""Force of Nature"" are fresh and realistic. Childhood rivalries, adult successes and failures, and hope for the children are integral to this screenplay. While many will question how you can make the topic of suicide ""humorous"", I thought the treatment logical and timely. If you are not afraid to shed a few tears or laugh at the quips of a family struggling with this issue, then you MUST SEE THIS MOVIE.<br /><br />The movie was awarded ""Best Picture"" at the Phoenix Film Festival.",positive
"I loved it, it was really gruesome and disgusting. I thought that the tearing of the human flesh was thoroughly provacative. the way that it was depicting the human crucifix about Jesus Christ was really interesting. The tearing about limbs and jaws was awesome brutally gruesome. Don't watch this if you have a weak heart, you wouldn't be able to stand it.",positive
"Hard to believe this was directed by Fritz Lang since he mostly directed crime dramas and mysteries. This movie has a cast that includes Robert Young, Randolph Scott, Dean Jagger and John Carradine. Scott plays an outlaw who tries to go straight and leave his old gang and winds up saving Jagger's life. Jagger works for Western Union, a telegraph company that plans to have telegraphs out west. Jagger hires a lot of men to make sure it is done because they have to worry about Indian attacks and bandits. Scott is in charge of the men and Young is a telegraph expert who can't shoot a gun but can ride. Scott meets up with his old gang who want to stop them but Scott can't tell anyone. It's a pretty good western and Lang should of directed some more westerns.",positive
"Ladies and gentlemen: the show begins with this documentary film. It's structured in three chapters, each one chronologically arranged. The first presents the classical physics and links to Einstein. The second studies in depth the quantum physics and enters in String theory. The last reveals the Everything theory... The difficult concepts used here are introduced in a very simple way, with daily objects; although you must believe them without checking by yourself -if you are not a scientist- (and even if you are a scientist!!). The film is not a masterpiece by its fabulous technique or the way it's produced; what really imports is the story, and WHAT A STORY!!!",positive
"Every great gangster movie has under-currents of human drama. Don't expect an emotional story of guilt, retribution and despair from ""Scarface"". This is a tale of ferocious greed, corruption, and power. The darker side of the fabled ""American Dream"".<br /><br />Anybody complaining about the ""cheesiness"" of this film is missing the point. The superficial characters, cheesy music, and dated fashions further fuel the criticism of this life of diabolical excess. Nothing in the lives of these characters really matter, not on any human level at least. In fact the film practically borderlines satire, ironic considering all the gangsta rappers that were positively inspired by the lifestyle of Tony Montana.<br /><br />This isn't Brian DePalma's strongest directorial effort, it is occasionally excellent and well-handled (particularly the memorable finale), but frequently sinks to sloppy and misled. Thankfully, it is supported by a very strong script by Oliver Stone (probably good therapy for him, considering the coke habit he was tackling at the time). The themes are consistent, with the focus primarily on the life of Tony Montana, and the evolution of his character as he is consumed by greed and power. The dialogue is also excellent, see-sawing comfortably between humour and drama. There are many stand-out lines, which have since wormed their way into popular culture in one form or another.<br /><br />The cast help make it what it is as well, but this is really Pacino's film. One of his earlier less subtle performances (something much more common from him nowadays), this is a world entirely separate from Michael Corleone and Frank Serpico. Yet he is as watchable here as ever, in very entertaining (and intentionally over-the-top) form. It is hard to imagine another Tony Montana after seeing this film, in possibly one of the most mimicked performances ever. Pfeiffer stood out as dull and uncomfortable on first viewing, but I've come to realize how she plays out the part of the bored little wife. Not an exceptional effort, but unfairly misjudged. The supporting players are very good too, particularly Paul Shenar as the suave Alejandro Sosa.<br /><br />Powerful, occasionally humorous, sometimes shocking, and continually controversial. ""Scarface"" is one of the films of the eighties (whatever that might mean to you). An essential and accessible gangster flick, and a pop-culture landmark. 9/10",positive
"I have been watching movies from i think last 10 years , and I must say that i never felt that bad, which I felt after watching this extra large bore movie, it was bad, very Bad. There were songs & songs. Nobody should watch this movie. The director has shown Germans speaking English which is so rubbish. Germans does not speak English. & in one scene there was a white girl who asked Himesh for autograph. (Obv that he must have gave some money to her) In the promo they have shown prepare for Laughing riot. But i could say there was only one scene where that Himesh was laughing for no reason may be he thinks he's funny. Hansika is very good. she is like an angel. But too young only 16 yrs old. If you have plenty of time and don't know what to do then you should watch this movie or else its waste of money",negative
"It takes patience to get through David Lynch's eccentric, but-- for a change-- life-affirming chronicle of Alvin Straight's journey, but stick with it. Though it moves as slow as Straight's John Deere, when he meets the kind strangers along his pilgrimage we learn much about the isolation of aging, the painful regrets and secrets, and ultimately the power of family and reconciliation. Richard Farnsworth caps his career with the year's most genuine performance, sad and poetic, flinty and caring. And Sissy Spacek matches him as his ""slow"" daughter Rose who pines over her own private loss while caring for dad. Rarely has a modern film preached so positively about family.",positive
"I know it's not original, but what the hey? What else can be said about it? I feel unutterably silly just paying any attention at all to ""From Hell It Came"". The movie makes the important political and social issue of fallout from atmospheric atomic tests seem a matter for joking and dismissal, not the concern and alarm being raised by scientists all over the world at the time.",negative
"I saw this movie in Blockbuster and thought it might be a good Sunday evening movie when there is nothing else to do. So I bought it used, 3 DVDs for $25. Although it was cheap, my money would have been better spent on a nail to drive through my foot.<br /><br />The film started out nicely. Kinda Dark and mysterious. I was always enthralled with vampire and samurai movies as a kid. I thought the combo would be really cool. The first fight scene was pretty cool. I was excited for the rest of the movie. Then the movie took a serious nose dive.<br /><br />I understand that this was a big hit in the east. I guess because of the twins. I don't see it though. This movie, aside from the first 10 minutes, was absolutely horrible. So many movies in this genre have the potential to be great, and blow it terribly. This is just another casualty.<br /><br />Jacki Chan's role in this film doesn't make any sense at all. Whyyyyyyyy? Complete silliness. He probably made a few bucks off it though.<br /><br />The only cool thing in this movie are the swords they use. Nice idea.<br /><br />I wouldn't recommend this movie to anyone.",negative
"My parents may enjoy this show, but I fail to find the humor in it. What is so funny about a dentist husband impregnating his hygienist assistant and the oldest daughter getting impregnated by the captain of the high school football team? Absolutely nothing! It's a shock to me sometimes what people think constitutes humor nowadays. Blame that on shows like ""The Dating Game"" and ""The Newlywed Game"" bringing the issue of sex to the forefront in the mid-1960s. Sure, the series has its touching moments, still that's no excuse for the content that otherwise went into this series. This is nothing like the family-oriented days of ""I Love Lucy"" some five decades before. <br /><br />An answer I would have to why this series plays on the Lifetime cable channel is because that channel's brass think women can relate to Reba's character! I absolutely dislike the character of Reba Hart's daughter, Kyra. She is best described as a ditsy and bitter teenager! Funny, I wonder if the actress who played Kyra; Scarlett Pomers, is like that in real life away from acting. Who plays the blockhead ex-husband dentist, Christopher Rich, is not much better. Barbara Jean, played by Melissa Peterman, is ditsy in herself! The characters of Van and Cheyenne are also very annoying.<br /><br />Something else that baffles me is why the dingbat-of-a-series creator, Allison M. Gibson, decided to set the series in where I live 25 miles away from; Houston, Texas! Reba McEntire isn't even from this state, she's an Oklahoman! Why is it during one season or more they decided to make the incidental music sound like a pig snorting? What I mean by that is where we hear this baritone saxophone being played with drums accompanying it, but the melodies are basically tuneless!",negative
"Woody Allen, when at his best, has one of the sharpest pens around. He can make an acute observation and wrap it around a punch line like nobody else. However, when he's at his worst his movies can stench of pretentiousness. Unfortunately, ""Melinda and Melinda"" has this stench from opening to closing. The set up is one of his more intriguing ideas in a while. Four friends sit in a restaurant discussing whether the essence of life is comedy or drama. To help settle the argument, one man relates the beginning of a story and asks the two other men arguing (one a comic playwright, the other a dramatic playwright) whether the story is a comedy or a tragedy. The two men then continue the story and the movie plays out the stories that they weave. Now, when I first heard about this film, my understanding was that they tell the exact same story, the genre (comedy or drama) only changes by how you look at it. Now that would have been interesting. However, the stories only share one main element and a few side elements. They are entirely different stories with major plot differences. The drama is so stiffly scripted and pretentious that it can only really work as self-parody. If this was the point, then it failed because these elements prevent the audience from feeling any emotional investment in any of the characters. The comedy is the story that has moments of success, but they are still short and fleeting. Will Farrell is obviously meant to be the stand-in for Woody, but he could have played this character so much more believably without adding Woody's stutters and hand-ticks. Woody is the best at being Woody. When someone else tries, they're not playing a character, they are modeling a recognizable actor. This type of thing only pulls the audience out of the story.<br /><br />My favorite Woody Allen movies make me leave the theater a little bit lighter in spirit than I walked in. This one made me wish I could get my money back.",negative
"This working girls go to hell soap is a time capsule candidate, courtesy of its immaculate physical production, 50s costuming (look at all those bows and pearls), creamy Johnny Mathis theme song and oh-so daring (for its time) sexual attitudes. Rona Jaffe's novel, on which the film was based, keeps on being republished, and just a few years ago Vanity Fair actually devoted an article to this delectable bon bon of a movie. Take a look at the new DVD transfer and you'll know why.<br /><br />The three leads - Hope Lange, Diane Baker and Suzy Parker - echo the girls from ""How to Marry A Millonaire"" or Carrie Bradshaw and her friends from ""Sex and the City."" ""Gentlewomen songsters off on a spree..."" Their romantic adventures and sexual entanglements are the stuff of paperback passion: empty caramel corn calories, devoid of nutrition, impossible to resist snacking on. Lange is genuinely touching in her neo-Grace Kelly way, Baker is properly dim and idealistic as a timid virgin who gets (gasp) knocked up by a (hiss) cad. It helps that the cad is played by Robert Evans, the throaty voiced, coke snorting film mogul who surely has lead many an innocent young lamb to the slaughter in his Beverly Hills bedroom.<br /><br />Suzy Parker is fascinating in the first half of the film, all blithe self assurance and knowing remarks. She struts her stuff with the panache of the fashion icon she was in the 50s. Alas, she's not up to where the film sends her: into madness and obsession. But she exudes glamour and savior faire and her acting is at least adequate. One wonders why the critics loathed her, virtually driving her out of movies a few years later. Perhaps an aloof attitude on the part of a good looking woman is just too much to bear. It sank Ali McGraw's career a generation later, and, when you think of it, Ali McGraw and Suzy Parker were basically the same actress.<br /><br />The film's only major flaw is a weak ending. It pretty much collapses into a romantic swoon at the end, rather than rising to a wham bang melodramatic finish, like the other famous soap opera from producer Jerry Wald, ""Peyton Place,"" which had Lana Turner weeping and gnashing her teeth during a rape trial. Here, Hope Lange wanders out onto the New York sidewalk, spots burly, eternally hung over (but now, of course, sober) Stephen Boyd and they simply walk off together...into the sunset, one presumes. Otherwise, this is pretty much the definition of a guilty pleasure.<br /><br />Oh Yes...there's also Joan Crawford, breathing fire at all the young girls and smoking cigarettes while she hisses to her married lover over the phone. And the titles are done in hot pink, with ribbon lettering that recalls the department store ads of the late 50s. Don't miss!",positive
"Oh boy! Oh boy! On the cover of worn out VHS has a picture of Sandra Bullock and her name written on top. I think only reason they had chance to sell the movie in nineties, was because of Sandra Bullock's name. Bullock's fans don't have to disappoint. Sandra is only thing to watch in this movie and her performance is the only you can call acting. Rest of the movie It's fun to watch in first fifteen minutes because it's bad but after that it's going worse. Much worse. Directing is awful. Acting is awful. Script is awful. Dialog is awful. Action is awful. Music is quite good actually. Typical score for eighties action movies. This movie is so bad that it goes close to anything Andy Sidaris has ever produced. It's so bad that there isn't proper word to describe this poor attempt to be a movie. But still, there was Sandra Bullock. And super cool (sarcasm) Jake LaMotta who tried to be Marlon Brando. <br /><br />I think they can now bring the film out on DVD. It could be cool! And they should write on the cover: ACADEMY AWARD WINNER SANDRA BULLOCk IN HANGMEN<br /><br />1 out of 10",negative
"This tender beautifully crafted production delved deep down bitter sweet into my being. The irreverent pupils, the life embittered bus driver and the teachers personalities present a subliminal debate as the story unveils. The adult characters all seem familiar, my teachers, my bus driver, each one of their opinions so plausible and well known. When a key incident happens on the bus we are sent on a circuit of viewpoints. All the time the babble of teenage energy is only just kept under control by the organisers of the trip. Mr Harvey is experiencing much pain throughout . He reminds me of war damaged teachers I did not understand when I was an irreverent pupil.<br /><br />Rhidian Brook and the producers deserve much acclaim for this well shaped British film. The acting unblemished, the scenes appropriate, it should be widely available yet does not seem to have been given the right opportunity.",positive
"This movie is a waste of time and money. Throughout the entire hour and a half, I continued to wait for it to get better and it never did. It was slow moving, the plot jumped around, it wasn't scary or interesting, and really never amounted to anything. The credits during the introduction were long and drawn out, which was basically like the rest of the movie (long and drawn out). Numerous parts of the plot made no sense. Several times during the movie I had thought that maybe I had ""zoned out"" because the incongruity of the plot, however, my companion had the same issue and assured me I did not ""zone out"" from boredom, but it was indeed the movie. I've actually never posted on here about a movie before and have been actively looking up movies on IMDb for numerous years. So the fact that I'm actually taking the time to write something should speak volumes of how bad this movie is and that you should not waste your time or money on it.",negative
"The only real highlight in the movie is the death of the sniveling guy and the reaction of the surviving characters to it.<br /><br />In every other way, this film is a very lame rip-off of Jaws, Lake Placid, and Alligator, with a little bit of Godzilla (1998) thrown in.<br /><br />As is standard for a 1990's-style horror movie, the two non-starring females each take their clothes off at least once. The female lead doesn't, since she obviously has a better agent. <br /><br />The whole movie surrounds the filming of a really dumb extreme sport called blood surfing, in which surfers cut themselves and surf in shark-infested waters. In this film, a giant salt-water crocodile also happens to be in the area. People get eaten. The movie ends.<br /><br />I don't mind a bad horror movie, but I really hate a dull bad horror movie, which this definitely is.",negative
"As always Joan Hickson is wonderful as Jane M. Subtle, sharp and aware. I do not wish to dwell on her acting skills as they are praised enough on this site. I would like to criticize some of the smaller parts as the rest of the cast seemed to be hand picked by director David Tucker.<br /><br />Liz Fraser's performance as Mrs. Bent (the mother of the missing girl Nora) is a joy to watch. Subtle and deeply moving as the alcohol-depending grieving mother who loves and misses her daughter desperately. A good long shot of her monologue (thanks Tucker!) so she can be enjoyed to the fullest. I was moved when I saw her the first time when it was broadcast and I am moved again, now I have it on DVD. Brava.<br /><br />Joanna Hole as Madge the tour-guide I find highly amusing. She is on the edge of over-acting but her role can have it. She is SO funny as the over-organized guide who wants to do good with everyone on that bus, I find her hilarious. Her reaction after she boarded every-one on the bus is great... As always: to perform comedy one has to take it very seriously, and that's what Ms Hole does.<br /><br />I do hope those two ladies have good careers (as I live in Holland I do not know if they have, not all theater productions can be googled...) -their performances on the screen deserve it.<br /><br />Pieter",positive
"Beware My Lovely originated from a play written by Mel Dinelli who apparently liked writing about frightened women. His first and best effort was the screenplay for The Spiral Staircase. He also did a Loretta Young suspense thriller Cause For Alarm a couple of years earlier. The play Dinelli wrote was originally entitled The Man and it ran for 92 performances on Broadway during the 1950 season. It was Dinelli's only effort on Broadway and it starred Dorothy Gish and Richard Boone. <br /><br />The roles that Gish and Boone played are taken by Ida Lupino and Robert Ryan. For whatever reason RKO thought to eliminate the age difference. Dinelli himself rewrote his play for the screen so I'm wondering what he thought about that. Certainly the frailty issue was eliminated completely from the story.<br /><br />That wasn't the only thing that was eliminated. The people are all wearing period clothing from around World War I yet there's no reference at all to the time this story takes place in. I thought that strange and later on when the telephone company repairman comes to Ida Lupino's residence, I noticed his truck was a vintage one of the same era.<br /><br />The film is almost entirely set within Ida Lupino's home where she's hired an itinerant stranger in Robert Ryan as a handyman. The film is a great object lesson in not hiring strangers without reference. It turns out that Ryan is a schizophrenic who imprisons Lupino in her home for about a day.<br /><br />Both the leads do fine jobs even with the changes made. Films like Beware My Lovely are the stuff that a small studio like RKO did best. If this were done at MGM or Paramount the glossy trappings would have overwhelmed a solid story.",positive
"This production is an insult to the Stooges, especially Moe. It is inaccurate and poorly acted. Many of the events depicted just didn't happen that way and too much was left out or skipped over. Read the books written by Moe and his daughter Joan instead. This was a waste of time.",negative
